196;Sanayide Davranış Bilimleri;Richard İ. DRAKE, Peter J. SMİTH;İstanbul Üniversitesi;İstanbul - 1974
197;Sendikalı İşçi Davranışlarının Psikolojik Boyutları - 2. Basım;S. Leman BİLGİN ;Anadolu Üniversitesi;Eskişehir - 2007
198;Stresle Başa Çıkma - Olumlu Bir Yaklaşım;Ed: Nesrin Hisli ŞAHİN;Türk Psikologlar Derneği;Ankara - 1994
199;Verimli İş Hayatının Sırrı STRES - Hissedilen Ağırlık Görülmeyen Güç - 5. Basım;Zuhal BALTAŞ;Remzi Kitabevi;İstanbul - 2011
200;Etik Yol - Etik Liderlik Programı Uygulama Kılavuzu;;Başbakanlık Kamu Görevlileri Etik Kur.;Ankara - 2009
201;Etik ve Meslek Etikleri - Tıp, Çevre, İş, Basın, Hukuk ve Siyaset -;Haz: Harun TEPE;Türk Felsefe Kurumu;Ankara - 2000
202;Kamu Etiği Seçilmiş Kongre Bildirileri (27-28 Mart 2013);Ed: Feyzi ULUĞ ve Diğ.;TODAİE;Ankara - 2014
203;Mesleki Etik (Etik - Yönetsel Etik - Sosyal Sorumluluk);Alptekin SÖKMEN, Serdar TARAKÇIOĞLU;Detay Yayıncılık;Ankara - 2013
204;Toplumsal Törebilim (Sosyal Ahlak);Adil İZVEREN;Ankara İİBF;Ankara - 1980
205;Türk Tabipleri Birliği Etik Kurul Görüşleri;;Türk Tabipleri Birliği;Ankara - 1998
206;İş Ahlakımız ve İşçi Kültürünün Yükselişi;Orhan TÜRKDOĞAN;Çizgi Kitabevi;Konya - 2016
207;İşletmelerde İş Etiği;Ed: Sabri ORMAN, Zeki PARLAK;İstanbul Ticaret Odası;İstanbul - 2009
208;Kamu Görevlileri Etik Rehberi;Haz. Mustafa Lütfi Şen;Başbakanlık Kamu Görevlileri Etik Kur.;Ankara - 2014
209;Şirket Ahlakı;Çev: Cemal ENGİN;MESS, Harvard Business Review;İstanbul - 2005
210;"İç kontrol Ve Etik İlişkiler Çerçevesinde Kamu Kurumlarında Etik Kültürünün 
Benimsenmesinde İç deneticilerin Rolü Teknik Rapot_";Dr. Sezer Bozkuş KAHYAOĞLU;AB ve T:C;Ankara 2017
211;Farklı Ülkelerde Etik Kual İncelemeleri;Doç. İpek Özkal SAYAN;AB ve T:C;Ankara 2017
212;Kamu Görevl,ileri ve Etik Kurulu ve Ombudsman Arasındaki İlişki;Doç. İpek Özkal SAYAN;AB ve T:C;Ankara 2017
213;"Türkiye'nin Ulusal Etik ve Dürüstlük Sistemi ve Kamu Görevlileri Etik Kurulunun
Bu Sistemdeki Rolünün Gözden Geçirilmesi Teknik Rapor";Prof. Dr. Uğur ÖMÜRGÖNÜLŞEN;AB ve T:C;Ankara 2016
214;Etik Kültürün Kurumlarda Geliştirilmesi İş etiği ve Kamu Etiği İlişkisi Teknik Rapor;Av. Bülent BALKAN;AB ve T:C;Ankara 2017
215;Etik Platformun İşlevinin Geliştirilmesi Teknik Rapor;Prof.Dr. Muhittin Acar, Musa EKEN;AB ve T:C;Ankara 2016
216;Kişisel Ataleti Yenmek - Tembellikle Mücadele Kitabı (53. Baskı);Mümin Sekman;Alfa Basım Yayım Dağ.;İstanbul - 2016
217;Tembellik Hakkı - 10. Basım;Paul LAFARGUE, Çev: Işık Ergüden;Kırmızı Kedi Yayınevi;İstanbul - 2017
218;30 Adımda Özgüven;Sam HORN, Ç: Özlem Menengiç Boğahan;Koridor Yayıncılık;İstanbul - 2013
219;Cesur Yanınızı Kucaklayın;Brene BROWN, Çev: Meriç Selvi;Martı Yayınclık;İstanbul - 2015
220;Huzurlu Olmak İstiyorsanız Ufak Şeyleri Dert Etmeyin, Hepsi de Ufak Şeylerdir;Richard  CARLSON, Çev: Esat Ören;Alkım Kitabevi;İstanbul - 2001
221;"Özgüven - Özgüveninizi Ortaya Koymak, Geliştirmek ve Korumak İçin Kanıtlanmış 
Teknikleri - 6. Baskı";Matthew McKey, Patrick Fanning, Ç: Fatoş Gaye Atay;Arkadaş Yayınevi;Ankara - 2011
222;"Özgüven Kazanmak - Özgüveni Gelişmiş Bireyler Olmak İçin Gerekenleri Hayattan 
Örneklerle İrdeleyen Kapsamlı Bir Rehber";Psk. Özcan Göknar;Arkadaş Yayınevi;Ankara - 2014
223;Türklerin Felsefe Kültürüne Katkısı;Mehmet AYDIN;Atatürk Kültür Merkezi;Ankara - 1985
;DİNİ KONULAR;200-300 ARASI;;
224;The 72 Names Of God Technology for the Soul;Yehuda BERG;Kabbalah Centre;Newyork - 2003
225;Misyonerlik Faaliyetleri ve Türkiye;Mustafa ERDEM;Türkiye Kamu-Sen;Ankara - 2005
226;Evangelizm: Dünya İmparatorluğu ve Türkiye - Hollywood ve Kabala'nın 13. Havarisi;Ramazan Kağan KURT;Birharf Yayınları;İstanbul - 2006
227;Yaratılış Modeli;Henry M. MORRİS, Ç: Adem Tatlı ve Diğ.;M.E.B.;Ankara - 1985
228;Karma And Reincarnation in Hinduism;Sadhu Mukundcharandas;Swaminarayan Aksharpith;İndia - 2012
229;I. Avrasya İslam Şurası;;Başbakanlık Diyanet İşleri Baş.;Ankara - 1996
230;80. Yılında Diyanet İşleri Başkanlığı (Panel);Haz: Mehmet BULUT;Başbakanlık Diyanet İşleri Baş.;Ankara - 2006
231;Bir Sosyal Siyaset Müessesesi Olarak Vakıf;İ. Erol KOZAK;Sakarya Üniversitesi;Adapazarı - 1994
232;Türk Vakıf Hizmetlerinde Kalite ve Verimlilik;;Başbakanlık Vakıflar Gen. Müd.;Ankara - 1998
233;İslam Hukukunda ve Osmanlı Tatbikatında Vakıf Müessesesi;Ahmet AKGÜNDÜZ;Türk Tarih Kurumu;Ankara - 1988
234;Taşköprü Vakfiyyeleri;Abdülkerim Abdulkadiroğlu-Ülkü Ayan Özsoy;Taşköprü Belediyesi;Kastamonu - 2005
235;Geçmişten Günümüze Kadınların İslam Kültür ve Medeniyetine Katkıları Konferansı;;İlke İlim Kültür ve Dayan. Der.;Ankara - 2009
236;Türklük ve İslamiyet;Muzaffer ÖZDAĞ, Der: Çetin GÜNEY;Avrasya - Bir Vakfı;Ankara - 2003
237;Mühürlenmiş Zaman - İslam Dünyasındaki Durgunluk Üzerine;Dan DİNER, Çev: Sabir YÜCESOY;İstanbul Bilgi Üniversitesi;İstanbul - 2011
238;İslam Kültürü (Çeşitli Konuları İle) - İslam'da Kültür ve Bilgi - Cilt 5;Ed: Ekmeleddin İHSANOĞLU;Kültür ve Turizm Bakanlığı;Ankara - 2008
239;Allah, Resuller (Vahiy-Akıl) İyi İnsanlar - Kötü İnsanlar;Eyüp ÖZEREN;DNT Ortadoğu Yayıncılık;Ankara - 2013
240;Allah'ın Sıfatları ve İsimleri - Allah'ı Zikir, Dua ve Tövbe;Hacı Ahmet Kayhan;;
241;Türk Toplumunda Dini Tartışmalar ve Hoşgörü;Dursun DAĞAŞAN;Atatürk Kültür Merkezi;Ankara - 1997
242;Medeniyet Beşiği Kadim Şehirlerimiz (Mekke, Medine, Kudüs, Bağdat, İstanbul);Ed: Osman KAYAER;Pursaklar Belediyesi;Ankara - 2015
243;Ramazanname;Haz: Amil ÇELEBİOĞLU;Tercüman Gazetesi;Erzurum -  
244;İslam ahlakı;Hüseyin Hilmi IŞIK;Hakikat Kitap Evi;Tem.17
245;Kitab'üs-Salat - Namaz Kitabı (136. Baskı);Haz: Hüseyn Hilmi IŞIK;Hakikat Kitabevi;İstanbul - 2015
246;Adım Adım Hac ve Umre Rehberi;Alim YILMAZ;Tibyan Yayıncılık;İzmir - 2016
247;Şevahid-Ün Nübüvve - Peygamberlik Müjdeleri;Haz: Hüseyn Hilmi IŞIK;Hakikat Kitabevi;İstanbul - 2015
248;Hz. Muhammed - (Gizlenen Kitap);Tolstoy, Çev: Arif Arslan;Karakutu Yayınları;İstanbul - 2005
249;Allahın Kulu ve Resülü;Çankaya Müftülüğü;;Ankars
250;Geçmişten Günümüze Alevi Bektaşi Kültürü;Ed: Ahmet Yaşar OCAK;Kültür ve Turizm Bakanlığı;Ankara - 2009
251;Türk Aleviliğinin Yükselişi;Muzaffer ÖZDAĞ;Avrasya - Bir Vakfı;Ankara - 2002
;SOSYAL BİLİMLERLE İLGİLİ KONULAR;300-400 ARASI;;
252;4. Ulusal Sosyal Bilimler Kongresi (ODTÜ, 1-3 Kasım 1995);;Türk Sosyal Bilimler Derneği;Ankara - 1995
253;5. Ulusal Sosyal Bilimler Kongresi (ODTÜ, 12-14 Kasım 1997);;Türk Sosyal Bilimler Derneği;Ankara - 1997
254;7. Ulusal Sosyal Bilimler Kongresi (ODTÜ, 21-23 Kasım 2001);;Türk Sosyal Bilimler Derneği;Ankara - 2001
255;Bilimin Işığında Aydınlanma Seminerleri;;Uludağ Üniversitesi ;Bursa - 2003
256;Econ Anadolu 2013 Anadolu Üniversitesi İktisat Kongresi III;;Anadolu Üniversitesi;Eskişehir - 2013
257;İnsan-Toplum-İktisat: İbn Haldundan Yola Çıkılarak Çok Yönlü Bir Tahlil Denemesi;İbrahim Erol KOZAK;Değişim Yayınları;Adapazarı - 1999
258;Prof. Dr. İlhan CEMALCILAR'ın Hatırasına Armağan (1933-1989);;Anadolu Üniversitesi;Eskişehir - 1990
259;Prof. Dr. Nusret EKİN'e Armağan;;TÜHİS;Ankara - 2000
260;Salı Konferansları;;Sermaye Piyasası Kurulu;Ankara - 1997
261;Türkiye Sorunlarına Çözüm Konferansı -l- (2 Cilt);;Kültür  Bakanlığı;Ankara - 1997
262;Yeni Bir Türkiye - Yazı, Konuşma ve Söyleşilerden Seçmeler;Nejat F. ECZACIBAŞI;Nejat F. Eczacıbaşı Vakfı;İstanbul - 1998
263;Ekonomik ve Sosyal Göstergeler (1950-1998);;DPT;Ankara - 1997
264;Ekonomik ve Sosyal Göstergeler (1950-2006);;DPT;Ankara - 2007
265;Ekonomik ve Sosyal Göstergeler (1950-2010);;Kalkınma Bakanlığı;Ankara - 2012
266;Türkçe Bilim Terimleri Sözlüğü - Sosyal Bilimler;;Türkiye Bilimler Akademisi;Ankara - 2011
267;İktisadi ve İdari Bilimler (Mesleki İngilizce) Sözlüğü;Yaşar METHİBAY;Nobel Yayın;Ankara - 2001
268;Sosyal Bilimlerde Araştırma Yöntemleri ve Teknikleri - Gel. 6. Basım;Aysel AZİZ;Nobel Yayın;Ankara - 2011
269;Sosyoloji Konferansları - Seyfettin MANİSALIGİL'in Anısına Armağan;;İstanbul Üniversitesi İktisat Fakültesi;İstanbul - 1993
270;Genel Sosyoloji Dersleri - 2. Baskı;Eyyüp SANAY;Gazi Üniversitesi ;Ankara - 1991
271;Mind, Society and Behavior;;World Bank Group;New York - 2015
272;Toplumsal Uzlaşma;Hikmet ÖZDEMİR;Özçelik-İş Sendikası Yayınları;Ankara - 1995
273;"Enerji Otobüsü - Hayatınızı, İşnizi ve Ekibinizi Pozitif Enerjiyle Doldurmanın 10 Altın 
Kuralı";Jon GORDON, Çev: Selim Yeniçeri;Yakamoz Yayıncılık;İstanbul - 2009
274;Enformasyon toplumunun putları;Sadık GÜNEŞ;Hece Yayınları;Ankara - 2006
275;Haberleşme Teknikleri;ABD Uluslararası Kalk. Teşk. Haberleşme D.;Ankara İktisadi ve Ticari İlimler Akad.;Ankara - 1981
276;İnsanları Çözümleme Sanatı;Judı JAMES - James MOORE;Koridor Yayıncılık;İstanbul - 2010
277;Başarılı ve Güzel Beden Dili ve Konuşma Sanatı;Ö. Faruk RECA;Tutku Yayınevi;Ankara - 2010
278;"Beden Dili Kutsal Kitabı - İnsanların Hareketlerindeki ve İfadelerindeki Gizli Anlamı 
Çözme Yolları";Judı JAMES, Çev. Belgin Selen Haktanır;Koridor Yayıncılık;İstanbul - 2015
279;Medya Profesyonellerinin ve Medyanın Aile Algısı;;Aile ve Sosyal Araştımalar Gen. Müd.;Ankara - 2010
280;İnternet Sizi Bekliyor - Ailenizin İnternet Kılavuzu;Der: levent KARADAĞ;MESS;İstanbul - 2010
281;Medya Okur Yazarlığı Şiir Kitabı;;RTÜK;Ankara - 2008
282;Türkiye'de Medyanın Ekonomi Politiği: Sektör Analizi;Ceren SÖZERİ, Zeynep GÜNEY;TESEV Yayınları;İstanbul - 2011
283;Bürokrasi;Prof.Ludwig Von MISES;Türk Ekonomi Kurumu;İstanbul - 1947
284;Çalışma Yaşamında Davranış - Güncel Yaklaşımlar;Ed. Aşkın KESER ve Diğ.;Umuttepe Yayınları;Kocaeli - 2009
285;Industrial and Organizational Psychology;Paule. SPECTOR;;
286;İş Hayatınızda Yapmamanız Gerekan 45 Hata;Anita Bruzzese, Çev: Meltem Linem;Neden Kitap Yayıncılık;İstanbul - 2010
287;İşletmelerde Davranış;İlhan ERDOĞAN;İstanbul Üniversitesi;İstanbul-1983
288;"İş'te Türk - Türk İş Kültürünün Diğerlerinden Farkı - (Business Over Turkish Coffee - 
Tips for Doing Business in Turkey)";Zafer PARLAR;Optimist Yayıncılık;İstanbul-2012
289;Kurumsal Kültür - 3. Basım;Cem KOZLU;Remzi Kitabevi;İstanbul-2013
290;Örgüt Kültürünün Çalışan Bağlılığı Üzerindeki Etkisi: Turizm Sektöründe Bir Araştırma;Gürsu Sezen Torun;Bilim, Sanayi ve Teknoloji Bakanlığı;Ankara - 2012
291;Örgütsel Bağlılık ve İşe Bağlılık;Akyay UYGUR;Barış Platin;Ankara-2009
292;Örgütsel Davranış ve Yönetim Psikolojisi;Prof.Dr. Erol EREN;Beta Yayıncılık;İstanbul-2008
293;Çağdaş Toplumun Bunalımı - Anomi ve Yabancılaşma;Barlas TOLAN;Ankara İ.İ.B.F.;Ankara - 1981
294;"""Mış Gibi"" Yaşamlar - Özüne Yabancılaşmış İnsanların Oluşturduğu";Doğan Cüceloğlu;Remzi Kitabevi;İstanbul - 2005
295;Birlikte Yaşama Kültürü;Sivas Platformu Editör: Doç. Dr. İbrahim SUBAŞI;Armoni Nüans A.Ş.;İstanbul-2013
296;Çığır Açıcı Liderlik;;MESS, Harvard Business Review;İstanbul-2003
297;"Çatışmalı Ortamlarda Liderlik - Başarılı Liderler Farklılıkları Nasıl Fırsatlara 
Dönüştürüyor?";Mark GERZON, Çev: Ahmet KARDAM;MESS, Harvard Business Review;İstanbul-2006
298;"Liderden Lidere - Drucker Vakfının Ödüllü Yayın Organından Liderlik Üzerine Sağlam 
İçgörüler";Ed. Frances Hesselbein, Paul M. Cohen;MESS;İstanbul - 1999
299;Örgütsel ve Kişisel Dayanıklılık;Çev: Ahmet Kardam;MESS, Harvard Business Review;İstanbul - 2004
300;İkna Edici Lider;Çev: İlker Gülfidan;MESS, Harvard Business Review;İstanbul - 2008
301;Sosyal İçerme Katılımcı El Kitabı-Romanların Yoğun Yaşadığı Yerlerde Sosyal İçerme;SİROMA-Hazırlayan Bülent KILINÇ et All.;SİROMA;Eyl.16
302;İnançlar ve Tutumlar Üzerine;Dr.Cenap YAKAR;Gazi Üniversitesi ;Ankara - 1988
303;Dönüm Noktasındaki İnsanlık - (Roma Klulübü'ne İkinci Rapor);Mihajlo Mesarovic, Eduard Pestel;İstanbul Üniversitesi;İstanbul - 1978
304;Küreselleşme ve Zihniyet Dünyamız;Sabri Fehmi ÜLGENER;Kültür ve Turizm Bakanlığı ;Ankara - 2007
305;Türkiye'de Değişimin Dinamikleri - Köylülükten Çıkış Yolları;Vedat BİLGİN;Binyıl Yayınevi;Ankara - 2010
306;"Türkiye'yi Yeniden Düşünmek - Sempozyum - (Türkiye Gönüllü Kültür Teşekkülleri 
6. İstişare Toplantısı)";Haz: Aydın İnal;Hak-İş Sen.;Ankara - 1997
307;Davranış Açısından Örgütsel Değişim;Fuat ÇELEBİOĞLU;İstanbul Üniversitesi;İstanbul - 1988
308;İzlenimler, Umutlar;Nejat F. ECZACIBAŞI;Nejat F. ECZACIBAŞI Vakfı;İstanbul - 1994
309;Almanya'da Türk Kültürü - Çok Kültürlülük ve Kültürlerarası Eğitim;Onur Bilge KULA, Ç: Aytekin Keskin;İstanbul Bilgi Üniversitesi ;İstanbul - 2012
310;Kültür Değişmeleri ve Batılılaşma Meselesi;Yılmaz ÖZAKPINAR;Türkiye Diyanet Vakfı;Ankara - 1999
311;Oslo Kılavuzu - Yenilik Verilerinin Toplanması ve Yorumlanması İçin İlkeler - 3. Baskı ;;OECD, Eurostat, Tübitak-Avrupa Kom.;Ankara - 2006
312;Yenilikçi Kümelenmeler - Ulusal Yenilikçi Sistemlerin Öncüleri;Ç: Mustafa H. Çolakoğlu ve Diğ.;KOSGEB - OECD - TOBB ;Ankara - 2006
313;Toplumsal Cinsiyet Eşitliğinin Sağlanmasında Medya Okuryazarlığının Rolü;Müge Toker ERDOĞAN;Başbakanlık Kadının Statüsü Gen Müd.;Ankara - 2010
314;Gelecek 10  Yıl - Neredeydik…. Nereye Gidiyoruz;George Friedman, Ç: Tayfun Törüner;Pegasus Yayınları;İstanbul - 2011
315;Gelecek 100 Yıl - 21. Yüzyıl İçin Öngörüler;George Friedman, Ç: İbrahim Şener, Enver Günsel;Pegasus Yayınları;İstanbul - 2012
316;Sivil İtaatsizlik ve Pasif Direniş;H.David Thoreau , Mohandas K.Gandhi;Vadi Yayınları;Ankara - 2012
317;Psikolojik Harekat, Terörizm ve Polis;Necati ALKAN;Emniyet Genel Müd.;Ankara - 2000
318;Unutulan Fotoğraflar;;Emniyet Genel Müd.?;Ankara - 2000?
319;Tahran- Ankara Hattında Hizbullah;Ercan ÇİTLİOĞLU;Ümit Yayıncılık;Ankara - 2001
320;2050'ye Doğru Nüfusbilim ve Yönetim: Sosyal Güvenlik (Emeklilik) Sistemine Bakış;Yusuf Alper, Çağaçan Değer, Serdar Sayan;TÜSİAD;İstanbul - 2012
321;2050'ye Doğru Nüfusbilim ve Yönetim: İşgücü Piyasasına Bakış;Aysıt TANSEL;TÜSİAD;İstanbul - 2012
322;2050'ye Doğru Nüfusbilim ve Yönetim: Sağlık Sistemine Bakış;Ayşe Akın, Korkut Ersoy;TÜSİAD;İstanbul - 2012
323;Dünden Bügüne İstanbul'un Nüfus ve Demografik Yapısı;Haz: Sedat MURAT;İstanbul Ticaret Odası;İstanbul - 2006
324;Türkiye Nüfusu - Boyutlar, Sorunlar ve Yorumlar;Sunday ÜNER;Hacettepe Üniversitesi  ;Ankara - 1984
325;Türkiye Nüfus Konuları - Politika Öncelikleri;Ed: Aykut TOROS;Hacettepe Üniversitesi;Ankara - 1993
326;Population And Environment Conference;Çev: Virginia Taylor - Saçlıoğlu;Net Ofset;Ankara - 1988
327;Adrese Dayalı Nüfus Kayıt Sistemi Sonuçları 2011;;TÜİK;Ankara - 2012
328;Türkiye Nüfus ve Sağlık Araştırması 1998;;Hacettepe Üniversitesi ;Ankara - 1999
329;Türkiye Şehir ve Köy Nüfusunun Yaş ve Cinsiyet Yapısı (1980-1985);Sedat ÇETİK;DPT ;Ankara - 1992
330;Türkiye Beşeri Coğrafyası;Hayati DOĞANAY;Milli Eğitim Bakanlığı;İstanbul - 1997
331;The Future of Migration;;OECD  ;Paris - 1987
332;Türkiye'de İç Göçler ve Göç Edenlerin Nitelikleri (1965-2000);Tuncer KOCAMAN;DPT Yayınları;Ankara - 2008
333;Türkiye'de 1975-1980 Döneminde İller Arası Göçler;Alaettin TANDOĞAN;Karadeniz Teknik Üniversitesi;Trabzon - 1989
334;Yurtdışındaki Türkler - 50. Yılında Göç ve Uyum;Ed: M. Murat ERDOĞAN;Orion Kitabevi;Ankara - 2009
335;Kentler ve Göç (Türkiye, İtalya, İspanya);Ahmet İÇDUYGU;İstanbul Bilgi Üniversitesi ;İstanbul - 2012
336;Göç ve Kültürel Sermaye;Türkıs NOYAN;Kitap Yayınevi;İstanbul - 2011
337;Göç ve Kentsel Bütünleşme;Melih ERSOY;Türkiye Gelişme Araştırmaları Vakfı;Ankara - 1985
338;Yurda Dönen İşciler ve Toplumsal Değişme;İbrahim YASA;TODAİE Yayınları;Ankara - 1979
339;Türk Dış Göçü (1960-1984) - Yorumlu Bibliyografya;Nermin ABADAN-UNAT, Neşe KEMİKSİZ;Ankara Üniversitesi;Ankara - 1986
340;Türkiye'den Avrupa Topluluğuna Göç Hareketleri;Faruk ŞEN , Sedef KORAY;Türkiye Araştırmalar Merkezi;Ankara - 1993
341;"Avrupadaki Türk Kadını: Almanya Örneğinden Hareketle Avrupa'da Yaşayan Türk Kadın 
Göçmenlerin Konumuna Dair Bir Analiz";;TİSK;Ankara - 2006
342;Bitmeyen Öykü: Batı Avrupa'ya Türk İşçi Göçü - Özellikle Federal Alman Cumhuriyeti'ne;Philip L.Martin;İLO ;Ankara - 1991
343;Vatan Olan Gurbet - Almanya'ya İşçi Göçünün 50. Yılı;Kenan Mortan, Monella Sarfati;T. İş Bankası Yayınları;İstanbul - 2011
344;Türkiye'den Fransa'ya Göç ve Göçmenlik Halleri - Entegrasyonun Ötesinde;Der: Didem DANIŞ - Verda İRTİŞ;İstanbul Bilgi Üniversitesi ;İstanbul - 2008
345;Sosyal Değişme Açısından Yurt Dışına İş Gücü Göçü Olayı - İsviçre Örneği;Fügen BERKAY;İnönü Üniversitesi;Malatya - 1988
346;Türkiye'ye Uluslararası Göç;Barbara Pusch , Tomas Wilkoszewski;Kitap Yayınevi;İstanbul - 2010
347;Cinsiyet Eşitliği ve Ayrımcılıkla Mücadele Alanındaki AB Adalet Divanı Kararları 1.Cilt;Çev. Salih ENİŞ;Ç.S.G.B. AB Koordinasyon Dai. Bşk.;Ankara - 2012
348;Hoşgörülerin Diyarı Mardin - 7. Baskı;Adnan AVUKA;Mardin Valiliği;Ankara - 2011
349;Türkiye'de Ergen Profili  2008;Haz: Özden SEZGİN ve Diğ.;Aile ve Sosyal Politikalar Bakanlığı;Ankara - 2010
350;Yaşlı ve Aile İlişkileri Araştırması: Ankara Örneği;Haz: Aylin Görgün BARAN ve Diğ.;Aile ve Sosyal Araştırmalar Gen. Müd.;Ankara - 2005
351;Türkiye'de Yaşlıların Durumu ve Yaşlanma Ulusal Eylem Planı;;DPT;Ankara - 2007
352;Türkiye'de Yaşlılık Dönemine İlişkin Beklentiler;;Aile ve Sosyal Politikalar Bakanlığı;Ankara - 2011
353;10'da Var Mıyım?;Haz. Yavuz CİNGÖZ;Siyah Pembe Üçgen Yayınları;İzmir - 2011
354;OECD Ülkelerinde Kadınlar ve Erkekler;;TİSK;Ankara - 2008
355;Toplumsal Cinsiyet Eşitliğine Erkeklerin Katılımı;Handan SAYER;Başbakanlık Kadının Statüsü Gen. Müd.;Ankara - 2011
356;Türkiye'de Kadınlara İlişkin Veriler ve Çalışmalar;;DPT;Ankara - 1988
357;İstatistiklerle Kadın 2010;;Başbakanlık TÜİK;Ankara - 2011
358;İstatistiklerle Kadın 2011;;Başbakanlık TÜİK;Ankara - 2012
359;İstatistiklerle Kadın 1927-1990;;Başbakanlık TÜİK;Ankara - 1992
360;Güvenlik Tavsiyeleri Kadınlar ve Kızlar İçin ;Sandra Frauenberger;Viyana Kadınlardan Sorumlu Eyalet Bak.;Viyana-2007
361;Milli Mücadelede ve Cumhuriyetin İlk Yıllarında Kadınlarımız;;Milli Savunma Bakanlığı;Ankara - 1998
362;Cumhuriyet Öncesinde Türk Kadını (1839-1923) - 2. Baskı;Şefika KURNAZ;Başbakanlık Aile Araştırma Kurumu;Ankara - 1991
363;Sosyal Yaşam ve Kadın;KADEM, Editör: Prof. Dr. Mehmet GÜRBİLEK et all.;Dumat Ofset Matbaacılık San. Tic. Ltd.Şti.;Ankara-2016
364;Bursa İşgücü Piyasasının Toplumsal Cinsiyet Eşitliği Perspektifinden Analizi;Gülay TOKSÖZ;Uluslararası Çalışma Örgütü (ILO);Ankara-2016
365;Avrupa Birliği ve Türkiye Örneğinde Ayrımcılıkla Mücadele;Hülya TEKİN;Ç.S.G.B.-AB Koordinasyon Dairesi Bşk. ;Ankara-2008
366;3. Kadın Kurultayı;;Türk Büro - Sen;Ankara - 2013
367;20. Yüzyılın Sonunda Kadınlar ve Gelecek Konferansı;Ed: Oya ÇİTCİ;TODAİE;Ankara - 1998
368;Avrupa Birliği'nde Ayrımcılıkla Mücadele ve Ülkemize Yansımaları Semineri;;Ç.S.G.B. AB Koordinasyon Dai. Bşk.;Ankara - 2004
369;"Cinsel Yönelim veya Cinsiyet Kimliği Temelli Ayrımcılıkla Mücadele - Avrupa Konseyi 
Standartları";;Avrupa Konseyi - KAOS GL Derneği;Ankara - 2014
370;Cinsiyet Ayrımcılığı Yasağı İlkesinin İstisnaları ve Objektif Haklı Nedenler - Uluslararası Hukuk, AB ve ABD Hukuku ile Karşılaştırmalı İş Hukukunda ;Kadriye BAKIRCI;Seçkin Yayıncılık;Ankara - 2012
371;"Cinsiyet Eşitliği ve Ayrımcılıkla Mücadele Alanındaki Avrupa Birliği Adalet Divanı 
Kararları 1.Cilt";Çev. Salih ENİŞ;Ç.S.G.B. AB Koordinasyon Dai. Bşk.;Ankara - 2012
372;Çalışma Hayatında Ayrımcılık ve Ayrımcılığa Karşı Mücadele;Der: Yıldız TAR;Kaos GL Derneği;Ankara - 2015
373;"Çalışma Hayatında Toplumsal Cinsiyet Eşitliğinin Geliştirilmesi Çalışma Ziyareti 
Raporları";;Çalışma ve Sosyal Güvenlik Bakanlığı;Ankara - 2012
374;Çalışma Hayatında Toplumsal Cinsiyet Eşitliğinin Geliştirilmesi;;Çalışma ve Sosyal Güvenlik Bakanlığı;Ankara - 2012
375;"""80. Yılda Cumhuriyet Kadını Kendini Sorguluyor"" Panel";;Başkent Üniversitesi;Ankara - 2004
376;"1995 Yılında Pekin'de IV. Dünya Kadın Konferansı Sonuçlarının Uygulanması ve 
İzlenmesine İlişkin Ulusal Eylem Planı";;Başbakanlık Kadının Statüsü ve Sor. G.M.;Ankara - 1998
377;Dünyada Cinsiyet Eşitliği - İş Dünyası Dergisinde (1999-2006  Yayınlanan Makaleler;Çev.Ed: Ömer Faruk ÇOLAK ve Diğ.;Efil Yayınevi;Ankara - 2011
378;Equal Opportunites for Women;;Organis. for Econ. Co-Operat. and Dev.;Paris - 1979
379;Eylem Platformu ve Pekin Deklerasyonu - Dördüncü Dünya Kadın Konferansı;;Başbakanlık Kadının Statüsü ve Sor. G.M.;Ankara - 1995
380;Isparta İli Kadına Yönelik Şiddetle Mücadele Yerel Eylem Planı - (2012-2013);;Isparta Valiliği;Isparta - 2012
381;İstihdamda ve Sosyal Güvenlikte Cinsiyet Eşitliği Paneli ve Çalıştay Bildirileri;;SGK ;Ankara - 2013
382;Kadınlara Karşı Her Türlü Ayrımcılığın Önlenmesi Sözleşmesi ve İhtiyari Protokol;;Başbakanlık Kadının Statüsü G. M.;Ankara - 2001
383;Kadınlara Karşı Her Türlü Ayrımcılığın Ortadan Kaldırılması Sözl. ve İhtiyari Protokol;;Başbakanlık Kadının Statüsü G. M.;Ankara - 2010
384;Kurumsal Eşitlik Endeksi 2014 - Amerikan Şirketlerinde Lezbiyen, Gey, Biseksüel ve Trans Eşitliği Değerlendirmesi;;Human RİGHTS - KAOS GL Derneği;Ankara - 2014
